Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews,Company,ProcessorCompany,ProcessorC
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome,64 GB EMMC Storage,1 Year Onsite Warranty,,13990.0,32990.0,Free delivery,Save extra with combo offers,Only few left,3.0,ASUS,Intel,Intel
Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Display,1 Year International Travelers Warranty (ITW),124990.0,159999.0,Free delivery,EOSS Special Deal,"Upto ?31,000 Off on Exchange",4.0,Acer,Intel,Intel
ASUS ROG Strix G15 (2022) with 90Whr Battery AMD Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11...,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student,134990.0,253990.0,Free delivery,Save extra with combo offers,Only 1 left,4.0,ASUS,AMD,AMD
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,88990.0,113925.0,Free delivery,EOSS Special Deal,"Upto ?31,000 Off on Exchange",4.0,HP,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,100.63 cm (39.62 cm) Display,1 year onsite + 1 year accidental damage protection,34990.0,58990.0,Free delivery,Save extra with combo offers,Only few left,4.0,Lenovo,Intel,Intel
HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart",78990.0,97867.0,Free delivery,EOSS Special Deal,Only 1 left,4.0,HP,Intel,Intel
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),69990.0,87999.0,Free delivery,EOSS Special Deal,Only few left,4.0,Acer,Intel,Intel
Lenovo Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) V15 G3 IAP Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,DOS,512 GB SSD,39.62 cm (15.6 Inch) Display,DOS,32800.0,71400.0,Free delivery,Daily Saver,Only few left,3.0,Lenovo,Intel,Intel
Lenovo Legion Slim 5 AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty + 1 year Legion Ultimate Support,99990.0,153890.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,,41990.0,64990.0,Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",4.0,Infinix,Intel,Intel
Acer Swift Go 14 OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73-71BY Thin an...,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,99990.0,107999.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Acer,Intel,Intel
HP 15s (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Li...,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,44490.0,54552.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,256 GB SSD,100.63 cm (39.62 cm) Display,1Year Onsite warranty + 1 Year Accidental Damage Protection,31990.0,49190.0,Free delivery,Save extra with combo offers,Only 4 left,4.0,Lenovo,Intel,Intel
Infinix X3 Slim Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and ...,Intel Core i3 Processor (12th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,29990.0,54990.0,Free delivery,Save extra with combo offers,"Upto ?18,200 Off on Exchange",4.0,Infinix,Intel,Intel
ASUS Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB742WS Laptop,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 Inch) Display,Office Home & Student 2021,64990.0,85990.0,Free delivery,Only few left,Bank Offer,3.0,ASUS,Intel,Intel
Acer Aspire 5 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),39990.0,50990.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",3.0,Acer,Intel,Intel
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FR2515TU Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1-year warranty,36200.0,46999.0,Free delivery,Only 1 left,Bank Offer,3.0,HP,Intel,Intel
HP ENVY Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 14-fc0078TU Thin and Light Laptop,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite warranty,104990.0,119382.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,48990.0,75990.0,Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/W...",Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,79990.0,118990.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
MSI GF63 Intel Core i5 11th Gen 11260H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,56990.0,71990.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,MSI,Intel,Intel
Infinix GT Book Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,Intel Core i9 Processor (13th Gen),32 GB LPDDR5X RAM,Windows 11,1 TB SSD,40.64 cm (16 inch) Display,Control Center,99990.0,149990.0,Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",4.0,Infinix,Intel,Intel
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,77490.0,99527.0,Free delivery,Lowest Price in 30 days,"Upto ?31,000 Off on Exchange",4.0,HP,Intel,Intel
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-LS3IN Thin and Li...,Intel Core 7 Processor,16 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,85990.0,103489.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Product Registration, Nitro Sense, Quick Access",50990.0,76990.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,Acer,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,59390.0,81890.0,Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,Control Center,64990.0,99990.0,,,,4.0,Infinix,Intel,Intel
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,55990.0,87590.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,57990.0,68990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,51990.0,73400.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,HP,Intel,Intel
Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS,512 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",112990.0,119900.0,Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",3.0,Apple,Apple,Apple
ASUS Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ322WS Laptop,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 year Domestic Warranty,39990.0,58990.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,ASUS,Intel,Intel
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,39490.0,51266.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
Lenovo Yoga Slim 6 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) 14IAP8 Thin and L...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,90.32 cm (35.56 cm) Display,1 Year Carry-in Warranty,74989.0,78590.0,Free delivery,Save extra with combo offers,Bank Offer,3.0,Lenovo,Intel,Intel
MSI Katana GF66 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,72990.0,95990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
HP G9 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/DOS) 841W6PA Thin and Light Laptop,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,DOS,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,26999.0,40048.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,HP,AMD,AMD
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,40990.0,56870.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and...,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,Windows 11,256 GB SSD,35.56 cm (14 inch) Display,,35990.0,49999.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Infinix,Intel,Intel
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-072...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,35.56 cm (14 inch) Display,1 Year Carry-in Warranty,68990.0,78990.0,Free delivery,Daily Saver,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) E1404...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,34990.0,50990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,ASUS,Intel,Intel
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960XGK-LG2...,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Touchscreen Display,MS Office Home and Student 2021,141990.0,172489.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,SAMSUNG,Intel,Intel
Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and...,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,Windows 11,256 GB SSD,35.56 cm (14 inch) Display,,35990.0,49999.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Infinix,Intel,Intel
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,40990.0,56870.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,4.0,AXL,Intel,Intel
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-072...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,35.56 cm (14 inch) Display,1 Year Carry-in Warranty,68990.0,78990.0,Free delivery,Daily Saver,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
SAMSUNG Galaxy Book4 Series Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,67990.0,78189.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,65990.0,98990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
HP Chromebook (2023) MediaTek Kompanio 1200 - (8 GB/256 GB SSD/Chrome OS) 13b-ca0006MU Chromebook,MediaTek Kompanio 1200 Processor,8 GB LPDDR4X RAM,Chrome,256 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,34990.0,47267.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,HP,MediaTek,MediaTek
DELL AMD Ryzen 5 Quad Core 7520U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,44990.0,67480.0,Free delivery,Bank Offer,,4.0,DELL,AMD,AMD
ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) E1404...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,34990.0,50990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960XGK-LG2...,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Touchscreen Display,MS Office Home and Student 2021,141990.0,172489.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5007TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,49650.0,60990.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,HP,Intel,Intel
MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,89990.0,123990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,56400.0,69990.0,Free delivery,Bank Offer,,4.0,Lenovo,Intel,Intel
Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Premium Support with 1 Year Onsite Warranty,58144.0,86290.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
SAMSUNG Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) NP...,Intel Core i7 Processor (13th Gen),16 GB DDR4X RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Touchscreen Display,1 Year Onsite Warranty,133990.0,153446.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
ASUS TUF Gaming F17 (2022) with 90Whr Battery Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows ...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,113500.0,165990.0,Free delivery,Bank Offer,,4.0,ASUS,Intel,Intel
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX-Series Intel Core i9 13th Gen 13980HX - (16 GB/1...,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,159990.0,179990.0,Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB ...",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,61990.0,85990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.0,ASUS,AMD,AMD
Lenovo LOQ (2024) Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,58990.0,80090.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,Lenovo,Intel,Intel
Acer Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-COBZ Chromebook,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,64 GB EMMC Storage,1 Year Onsite Warranty,,17990.0,33999.0,Free delivery,EOSS Special Deal,"Upto ?11,500 Off on Exchange",4.0,Acer,Intel,Intel
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Lig...,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year International Travelers Warranty,49990.0,79999.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",3.0,Acer,AMD,AMD
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,40.89 cm (16.1 Inch) Display,Microsoft Office 2021 t,80990.0,96136.0,Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",4.0,HP,AMD,AMD
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) IN54308TR2G001ORS1 Thin...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1-year warranty,67990.0,93162.0,Free delivery,Bank Offer,,3.0,DELL,Intel,Intel
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 inch) Display,1-year warranty,59790.0,74440.0,Free delivery,Bank Offer,,3.0,DELL,Intel,Intel
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Wi...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,77990.0,105990.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
ASUS Vivobook 14 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK547WS Thin...,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,Microsoft Office Home & Student 2021,44990.0,70990.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,ASUS,AMD,AMD
DELL Inspiron Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin an...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,36607.0,90783.0,,,,4.0,DELL,Intel,Intel
HP Victus AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,69590.0,95554.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,HP,AMD,AMD
